19449,23712,16
19450,23708,16
19438,23709,16
19443,23703,16
19433,23713,16
19450,23715,16
19440,23705,16
19428,23698,16
19425,23711,16
19434,23714,16
19439,23707,16
19444,23697,16
19445,23716,16
19442,23695,16
19429,23711,16
19430,23692,16
19432,23705,16
19437,23711,16
19438,23697,16
19448,23704,16
19437,23700,16
19434,23695,16
19448,23715,16
19445,23695,16
19443,23717,16
19430,23713,16
19439,23703,16
19432,23714,16
19441,23701,16
19447,23701,16
19427,23703,16
19442,23694,16
19435,23701,16
19426,23714,16
19451,23698,16
19436,23708,16
19436,23703,16
19441,23705,16
19425,23692,16
19426,23707,16
19452,23702,16
19444,23692,16
19445,23697,16
19442,23706,16
19430,23699,16
19440,23702,16
19433,23705,16
19446,23698,16
19449,23706,16
19434,23706,16
19431,23701,16
19450,23709,16
19447,23693,16
19443,23702,16
19438,23714,16
19433,23712,16
19450,23712,16
19440,23706,16
19428,23699,16
19425,23710,16
19434,23715,16
19439,23706,16
19444,23698,16
19445,23715,16
19442,23692,16
19429,23710,16
19430,23693,16
19432,23706,16
19438,23702,16
19448,23705,16
19437,23699,16
19434,23692,16
19448,23716,16
19445,23694,16
19443,23716,16
19430,23718,16
19439,23702,16
19432,23715,16
19441,23700,16
19447,23700,16
19427,23702,16
19449,23695,16
19435,23700,16
19444,23712,16
19426,23715,16
19431,23718,16
19451,23701,16
19452,23693,16
19436,23696,16
19441,23704,16
19426,23704,16
19452,23703,16
19444,23693,16
19433,23699,16
19445,23696,16
19442,23707,16
19430,23696,16
19435,23704,16
19440,23703,16
19433,23704,16
19446,23699,16
19448,23692,16
19449,23705,16
19434,23707,16
19425,23718,16
19431,23700,16
19449,23718,16
19450,23706,16
19443,23705,16
19450,23713,16
19440,23707,16
19428,23708,16
19425,23709,16
19434,23712,16
19432,23696,16
19444,23699,16
19439,23717,16
19445,23714,16
19442,23693,16
19429,23709,16
19434,23703,16
19432,23707,16
19438,23703,16
19448,23706,16
19437,23698,16
19434,23693,16
19448,23717,16
19445,23693,16
19442,23718,16
19439,23697,16
19432,23716,16
19447,23703,16
19427,23705,16
19449,23694,16
19435,23703,16
19426,23712,16
19431,23713,16
19444,23713,16
19437,23710,16
19429,23695,16
19451,23700,16
19452,23694,16
19451,23713,16
19436,23697,16
19441,23711,16
19430,23706,16
19426,23705,16
19452,23696,16
19444,23694,16
19445,23711,16
19442,23704,16
19430,23697,16
19435,23707,16
19425,23712,16
19433,23711,16
19446,23696,16
19451,23704,16
19447,23717,16
19448,23693,16
19449,23704,16
19434,23704,16
19425,23717,16
19431,23703,16
19436,23709,16
19449,23717,16
19450,23707,16
19443,23704,16
19433,23718,16
19429,23718,16
19440,23708,16
19428,23709,16
19429,23703,16
19425,23708,16
19434,23713,16
19444,23708,16
19445,23713,16
19429,23708,16
19434,23700,16
19451,23705,16
19432,23708,16
19450,23703,16
19446,23714,16
19438,23700,16
19448,23707,16
19437,23697,16
19447,23692,16
19438,23715,16
19448,23718,16
19445,23692,16
19443,23718,16
19430,23716,16
19439,23696,16
19432,23717,16
19451,23693,16
19447,23702,16
19427,23704,16
19449,23693,16
19435,23702,16
19426,23713,16
19431,23712,16
19444,23714,16
19437,23709,16
19429,23694,16
19450,23702,16
19451,23703,16
19443,23693,16
19452,23695,16
19451,23712,16
19436,23698,16
19441,23710,16
19426,23702,16
19435,23713,16
19452,23697,16
19444,23695,16
19445,23710,16
19442,23705,16
19430,23702,16
19435,23706,16
19452,23716,16
19433,23710,16
19446,23697,16
19451,23707,16
19447,23716,16
19431,23709,16
19448,23694,16
19449,23711,16
19434,23705,16
19425,23716,16
19431,23702,16
19436,23710,16
19449,23716,16
19450,23704,16
19443,23707,16
19452,23709,16
19439,23693,16
19433,23717,16
19429,23717,16
19440,23709,16
19428,23710,16
19433,23698,16
19425,23699,16
19444,23709,16
19445,23712,16
19429,23707,16
19434,23701,16
19432,23709,16
19450,23700,16
19446,23715,16
19426,23694,16
19438,23701,16
19448,23708,16
19441,23715,16
19437,23696,16
19447,23695,16
19438,23712,16
19452,23708,16
19442,23716,16
19430,23717,16
19439,23699,16
19432,23718,16
19451,23692,16
19447,23697,16
19427,23707,16
19432,23697,16
19428,23692,16
19449,23692,16
19439,23716,16
19444,23715,16
19431,23715,16
19437,23708,16
19429,23693,16
19451,23702,16
19443,23692,16
19451,23715,16
19440,23712,16
19436,23699,16
19441,23709,16
19426,23703,16
19435,23712,16
19452,23698,16
19445,23709,16
19442,23702,16
19430,23703,16
19435,23709,16
19452,23717,16
19433,23709,16
19446,23702,16
19451,23706,16
19436,23716,16
19448,23695,16
19449,23710,16
19431,23697,16
19436,23711,16
19437,23694,16
19428,23717,16
19450,23705,16
19443,23706,16
19452,23710,16
19439,23692,16
19428,23700,16
19433,23716,16
19429,23716,16
19430,23707,16
19440,23710,16
19441,23695,16
19428,23711,16
19433,23697,16
19425,23698,16
19444,23710,16
19449,23698,16
19429,23706,16
19434,23698,16
19432,23710,16
19433,23695,16
19450,23701,16
19446,23712,16
19438,23706,16
19448,23709,16
19441,23714,16
19437,23695,16
19428,23716,16
19447,23694,16
19438,23713,16
19436,23693,16
19427,23712,16
19442,23717,16
19427,23697,16
19439,23698,16
19429,23702,16
19451,23695,16
19447,23696,16
19440,23692,16
19427,23706,16
19432,23698,16
19428,23693,16
19449,23699,16
19437,23718,16
19448,23697,16
19431,23714,16
19437,23707,16
19429,23692,16
19443,23695,16
19432,23692,16
19451,23714,16
19440,23713,16
19436,23692,16
19441,23708,16
19427,23713,16
19426,23700,16
19447,23708,16
19435,23715,16
19452,23699,16
19445,23708,16
19442,23703,16
19430,23700,16
19435,23708,16
19452,23718,16
19433,23708,16
19446,23703,16
19451,23709,16
19447,23718,16
19436,23717,16
19448,23696,16
19449,23709,16
19431,23696,16
19436,23704,16
19437,23693,16
19428,23718,16
19450,23718,16
19443,23709,16
19452,23711,16
19439,23695,16
19429,23715,16
19430,23704,16
19447,23709,16
19440,23711,16
19441,23694,16
19428,23704,16
19433,23696,16
19425,23697,16
19446,23707,16
19444,23711,16
19449,23697,16
19429,23705,16
19434,23699,16
19431,23708,16
19432,23711,16
19433,23694,16
19450,23698,16
19446,23713,16
19438,23707,16
19448,23710,16
19441,23713,16
19438,23718,16
19436,23694,16
19427,23715,16
19442,23714,16
19439,23709,16
19429,23701,16
19446,23706,16
19451,23694,16
19447,23699,16
19440,23693,16
19427,23709,16
19432,23699,16
19428,23694,16
19437,23717,16
19439,23718,16
19448,23698,16
19437,23706,16
19426,23695,16
19443,23694,16
19432,23693,16
19451,23717,16
19440,23714,16
19441,23699,16
19446,23694,16
19426,23701,16
19447,23711,16
19435,23714,16
19445,23707,16
19442,23700,16
19430,23701,16
19435,23711,16
19446,23700,16
19451,23708,16
19438,23694,16
19447,23713,16
19436,23718,16
19449,23708,16
19431,23699,16
19436,23705,16
19437,23692,16
19443,23708,16
19452,23704,16
19439,23694,16
19429,23714,16
19430,23705,16
19440,23696,16
19441,23693,16
19428,23705,16
19433,23703,16
19425,23696,16
19446,23704,16
19444,23704,16
19449,23696,16
19429,23704,16
19434,23696,16
19435,23693,16
19431,23711,16
19433,23693,16
19450,23699,16
19446,23718,16
19438,23704,16
19443,23696,16
19448,23711,16
19441,23712,16
19443,23713,16
19436,23695,16
19427,23714,16
19428,23701,16
19442,23715,16
19439,23708,16
19429,23700,16
19447,23698,16
19440,23694,16
19427,23708,16
19432,23700,16
19428,23695,16
19439,23713,16
19437,23716,16
19448,23699,16
19437,23705,16
19426,23692,16
19443,23697,16
19432,23694,16
19451,23716,16
19440,23715,16
19441,23698,16
19442,23710,16
19446,23695,16
19426,23698,16
19447,23710,16
19435,23717,16
19427,23696,16
19445,23706,16
19442,23701,16
19435,23710,16
19452,23712,16
19450,23694,16
19446,23701,16
19451,23711,16
19438,23695,16
19447,23712,16
19449,23715,16
19431,23698,16
19436,23706,16
19428,23712,16
19443,23711,16
19452,23705,16
19445,23702,16
19429,23713,16
19430,23710,16
19440,23697,16
19441,23692,16
19428,23706,16
19433,23702,16
19425,23703,16
19446,23705,16
19444,23705,16
19449,23703,16
19434,23697,16
19435,23692,16
19431,23710,16
19433,23692,16
19450,23696,16
19438,23705,16
19443,23699,16
19448,23712,16
19438,23716,16
19427,23717,16
19428,23702,16
19445,23703,16
19442,23712,16
19439,23711,16
19444,23701,16
19429,23699,16
19444,23716,16
19440,23695,16
19427,23711,16
19432,23701,16
19439,23712,16
19437,23715,16
19448,23700,16
19437,23704,16
19426,23693,16
19431,23692,16
19432,23695,16
19440,23716,16
19441,23697,16
19446,23692,16
19426,23699,16
19447,23705,16
19435,23716,16
19427,23699,16
19444,23700,16
19445,23705,16
19442,23698,16
19435,23697,16
19426,23718,16
19452,23713,16
19450,23695,16
19451,23710,16
19438,23692,16
19447,23715,16
19427,23693,16
19436,23712,16
19431,23693,16
19436,23707,16
19428,23713,16
19426,23711,16
19443,23710,16
19452,23706,16
19445,23701,16
19429,23712,16
19430,23711,16
19440,23698,16
19428,23707,16
19433,23701,16
19425,23702,16
19446,23710,16
19444,23706,16
19449,23702,16
19434,23710,16
19425,23715,16
19435,23695,16
19431,23705,16
19450,23697,16
19446,23716,16
19438,23710,16
19443,23698,16
19441,23718,16
19450,23716,16
19426,23710,16
19438,23717,16
19427,23716,16
19428,23703,16
19425,23706,16
19442,23713,16
19439,23710,16
19444,23702,16
19429,23698,16
19427,23710,16
19432,23702,16
19437,23714,16
19439,23715,16
19448,23701,16
19437,23703,16
19431,23695,16
19441,23707,16
19443,23712,16
19430,23714,16
19451,23718,16
19440,23717,16
19441,23696,16
19425,23707,16
19446,23693,16
19426,23696,16
19447,23704,16
19434,23718,16
19427,23698,16
19445,23704,16
19442,23699,16
19435,23696,16
19452,23714,16
19450,23692,16
19451,23697,16
19438,23693,16
19447,23714,16
19427,23692,16
19436,23713,16
19436,23700,16
19428,23714,16
19425,23695,16
19426,23708,16
19440,23704,16
19452,23707,16
19445,23700,16
19442,23711,16
19430,23708,16
19440,23699,16
19433,23700,16
19425,23701,16
19446,23711,16
19444,23707,16
19449,23701,16
19434,23711,16
19425,23714,16
19435,23694,16
19431,23704,16
19449,23714,16
19450,23710,16
19446,23717,16
19438,23711,16
19443,23701,16
19441,23717,16
19450,23717,16
19428,23696,16
19425,23705,16
19434,23716,16
19439,23705,16
19444,23703,16
19445,23718,16
19429,23697,16
19430,23694,16
19432,23703,16
19437,23713,16
19439,23714,16
19438,23699,16
19448,23702,16
19437,23702,16
19431,23694,16
19448,23713,16
19443,23715,16
19430,23715,16
19440,23718,16
19441,23703,16
19426,23697,16
19447,23707,16
19435,23718,16
19427,23701,16
19442,23696,16
19435,23699,16
